label,text,cleaned_text
positive,: Lietuvos Respublikos sveikatos apsaugos ministerija has awarded contract to UAB `` AFFECTO LIETUVA '' for financial systems software package .,lietuvo respubliko sveikato apsaugo ministerija award contract uab affecto lietuva financi system softwar packag
neutral,CF2 Pty Ltd became a substantial holder in Renison Consolidated Mines NL on January 25 with 150 million shares ( 7.9 pc ) .,cf pti ltd becam substanti holder renison consolid mine nl januari million share pc
neutral,Raffles Equities Ltd became a substantial holder in Archer Exploration Ltd on January 12 with 11.7 million shares ( 18.2 pc ) .,raffl equiti ltd becam substanti holder archer explor ltd januari million share pc
positive,"` For Nordea , moving into the new headquarters signifies the beginning of a new era .",nordea move new headquart signifi begin new era
neutral,"` We respect their decision ... the discussions are now closed , ' said Kai Telanne , Alma Media 's CEO .",respect decis discus close said kai telann alma medium ceo
neutral,`` Directors and shareholders alike should ask why these practices were allowed to continue . '',director sharehold alik ask practic allow continu
neutral,"`` Every partner will be allowed to buy a quantity of electricity corresponding to their share in the consortium , at production cost , '' a letter of intent said .",everi partner allow buy quantiti electr correspond share consortium product cost letter intent said
positive,"`` I 'm happy with the outcome , '' Sneed said after the hearing .",happi outcom sneed said hear
positive,"`` Installation of the automatic varnishing line is an important part of the company 's strategy in the region of central and eastern Europe , '' said Jozef Misurec , the director of Ruukki Slovakia .",instal automat varnish line import part compani strategi region central eastern europ said jozef misurec director ruukki slovakia
positive,`` It allows the young child to move forward with his life . '',allow young child move forward life
positive,"`` Our decision and resolve on MeeGo is only stronger , '' she continued .",decis resolv meego stronger continu
neutral,`` The issues identified by Stonesoft affect a range of content inspection technology .,issu identifi stonesoft affect rang content inspect technolog
neutral,`` They want my credit card info and my personal details .,want credit card info person detail
neutral,"`` We hope to clarify our policies to Finnish businesses where there are any gray areas , '' Motlanthe said .",hope clarifi polici finnish busi gray area motlanth said
neutral,"`` We will now , after the relevant authority approvals , make a mandatory bid as required by the Finnish Securities Markets Act .",relev author approv make mandatori bid requir finnish secur market act
positive,1 November 2010 - Finnish textile and clothing company Marimekko Oyj ( HEL : MMO1V ) announced on Friday the opening of its first concept store in Seoul in cooperation with Japanese sector player Look Inc ( TYO : 8029 ) .,novemb finnish textil cloth compani marimekko oyj hel mmov announc friday open first concept store seoul cooper japanes sector player look inc tyo
neutral,A broad range of connectivity options including 3G - HSPA and Wi-Fi gives consumers high speed access to the Internet .,broad rang connect option includ g hspa wifi give consum high speed access internet
positive,A new production line is being completed for the contract production of hormone treatments .,new product line complet contract product hormon treatment
neutral,A quick `` one-stop-shop '' to understand the company .,quick onestopshop understand compani
neutral,About Dopplr Dopplr is a service for smart travellers .,dopplr dopplr servic smart travel
positive,About Elcoteq Elcoteq SE is a leading electronics manufacturing services ( EMS ) company in the communications technology field .,elcoteq elcoteq se lead electron manufactur servic em compani communic technolog field
positive,About Nokia Nokia is a pioneer in mobile telecommunications and the world 's leading maker of mobile devices .,nokia nokia pioneer mobil telecommun world lead maker mobil devic
neutral,About Stonesoft Corporation Stonesoft Corporation ( OMX : SFT1V ) is an innovative provider of integrated network security solutions to secure the information flow of distributed organizations .,stonesoft corpor stonesoft corpor omx sftv innov provid integr network secur solut secur inform flow distribut organ
neutral,"According to Sweden 's Minister for Local Government and Financial Markets , Mats Odell , the decision to sell the State 's shares in telecom group TeliaSonera can only be carried out in cooperation with the State of Finland .",accord sweden minist local govern financi market mat odel decis sell state share telecom group teliasonera carri cooper state finland
