label,text,cleaned_text,topic,topic_name
neutral,"In 2009 , Lee & Man had a combined annual production capacity of close to 4.5 million tonnes of paper and 300,000 tonnes of pulp .",NUM lee man combined annual production capacity close NUM million tonne paper NUM tonne pulp,6,paper
neutral,"In the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts .",method smelt spout NUM separated working area NUM shielding wall NUM NUM arranged movable relation smelt spout,98,ore
neutral,"Investments span across various product and investment types , including retail , hospitality , office , and residential , with interests in real-estate portfolios , non-performing loans and corporate restructurings .",investment span across various product investment type including retail hospitality office residential interest realestate portfolio nonperforming loan corporate restructurings,-1,Outlier
neutral,It also recovers valuable raw material for Kemira 's water chemical production .,also recovers valuable raw material kemira water chemical production,-1,Outlier
neutral,"It is necessary to strengthen the company 's operations , however .",necessary strengthen company operation however,-1,Outlier
neutral,It will use the proceeds from the transaction to achieve its target .,use proceeds transaction achieve target,3,end
positive,"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` We have been using Corporate Phonebook inside SysOpen Digia extensively since last fall , and we have been very satisfied with the results .",kai tulonen chief technology officer sysopen digia say using corporate phonebook inside sysopen digia extensively since last fall satisfied result,0,nokia
positive,"Last year , Lemminkainen completed the Kouvola K-supermarket contract .",last year lemminkainen completed kouvola ksupermarket contract,66,lemminkainen
neutral,Le Lay succeeds Walter G++nter and will be based in Finland .,le lay succeeds walter gnter based finland,-1,Outlier
neutral,"Lemminkainen Infra Oy 's subsidiary Lemminkainen Sverige AB will perform the construction work , which is expected to start in early 2011 and to be completed in the summer of 2013 .",lemminkainen infra oy subsidiary lemminkainen sverige ab perform construction work expected start early NUM completed summer NUM,66,lemminkainen
neutral,"Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix .",los angelesbased pacific office property trust acquires owns operates office property western u focusing initially market honolulu san diego los angeles phoenix,4,sq
neutral,"Master of Mayawas jointly developed by Nokia Siemens Networks and UFA - FremantleMedia , and will be actively advertised by Maxis in the end of May 2007 .",master mayawas jointly developed nokia siemens network ufa fremantlemedia actively advertised maxi end may NUM,0,nokia
neutral,Medical Devices - Russia This brand-new market analysis gives a clear overview of the actual situation and future outlook of the medical device market in Russia .,medical device russia brandnew market analysis give clear overview actual situation future outlook medical device market russia,26,analysis
positive,"Metrics in QPR ScoreCard now support date , text and milestone-based values , which improve its support for managing projects around performance or process-related content .",metric qpr scorecard support date text milestonebased value improve support managing project around performance processrelated content,-1,Outlier
neutral,Mformation provides enhanced management of these applications by enabling configuration and control throughout their lifecycle .,mformation provides enhanced management application enabling configuration control throughout lifecycle,14,aldata
neutral,"Mr. Jorma Valkama , Managing Director of Suomen Paikallissanomat Oy , states that Rannikkoseutu complements in an outstanding way the current product range of the company .",mr jorma valkama managing director suomen paikallissanomat oy state rannikkoseutu complement outstanding way current product range company,-1,Outlier
neutral,"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today .",mr mikko saavalainen head comptel global sale concludes gibtelecom provides perfect illustration variety business technical regulatory challenge operator facing os today,14,aldata
neutral,"Neste Oil said that while results from its biomass to 3 liquids demonstration plant , commissioned in June 2009 , have been promising , no decision on a commercial plant has been taken .",neste oil said result biomass NUM liquid demonstration plant commissioned june NUM promising decision commercial plant taken,36,oil
neutral,"Nokia will continue to invest in future development of Qt , and Digia will be responsible for commercial licensing and services business .",nokia continue invest future development qt digia responsible commercial licensing service business,0,nokia
neutral,"Nonwovens and specialty papers , made by Ahlstrom , are used in a large variety of everyday products , e.g. in filters , wipes , flooring , labels , and tapes .",nonwovens specialty paper made ahlstrom used large variety everyday product eg filter wipe flooring label tape,70,ahlstrom
neutral,"Now , Nokia has announced the launch of Bicycle Charger Kit that is compatible with all Nokia phones that have a 2 mm charging interface .",nokia announced launch bicycle charger kit compatible nokia phone NUM mm charging interface,0,nokia
